TIME,TIME,I(VDD),{V(VDD)*I(VDD)},{-V(VDD)*I(VDD)}
3.00800000e-08,3.00800000e-08,-2.25618025e-10,-2.70741630e-10,2.70741630e-10
3.01600000e-08,3.01600000e-08,-2.23234569e-10,-2.67881482e-10,2.67881482e-10
3.03200000e-08,3.03200000e-08,-2.18600433e-10,-2.62320520e-10,2.62320520e-10
3.05200000e-08,3.05200000e-08,-2.13045313e-10,-2.55654375e-10,2.55654375e-10
3.07200000e-08,3.07200000e-08,-2.07739933e-10,-2.49287920e-10,2.49287920e-10
3.09200000e-08,3.09200000e-08,-2.02669219e-10,-2.43203063e-10,2.43203063e-10
3.11200000e-08,3.11200000e-08,-1.97819751e-10,-2.37383702e-10,2.37383702e-10
3.13200000e-08,3.13200000e-08,-1.93178536e-10,-2.31814244e-10,2.31814244e-10
3.15200000e-08,3.15200000e-08,-1.88733986e-10,-2.26480784e-10,2.26480784e-10
3.17200000e-08,3.17200000e-08,-1.84474844e-10,-2.21369813e-10,2.21369813e-10
3.19200000e-08,3.19200000e-08,-1.80391044e-10,-2.16469252e-10,2.16469252e-10
3.21200000e-08,3.21200000e-08,-1.76472780e-10,-2.11767336e-10,2.11767336e-10
3.23200000e-08,3.23200000e-08,-1.72711248e-10,-2.07253498e-10,2.07253498e-10
3.25200000e-08,3.25200000e-08,-1.69097847e-10,-2.02917417e-10,2.02917417e-10
3.27200000e-08,3.27200000e-08,-1.65624802e-10,-1.98749762e-10,1.98749762e-10
3.29200000e-08,3.29200000e-08,-1.62284480e-10,-1.94741375e-10,1.94741375e-10
