TIME,TIME,I(VDD),{-V(VDD)*I(VDD)}
1.73100000e-08,1.73100000e-08,-3.02285174e-11,3.62742209e-11
1.73600000e-08,1.73600000e-08,-3.02285174e-11,3.62742209e-11
1.74100000e-08,1.74100000e-08,-3.02285174e-11,3.62742209e-11
1.74600000e-08,1.74600000e-08,-3.02285174e-11,3.62742209e-11
1.75100000e-08,1.75100000e-08,-3.02285174e-11,3.62742209e-11
1.75600000e-08,1.75600000e-08,-3.02285174e-11,3.62742209e-11
1.76100000e-08,1.76100000e-08,-3.02285174e-11,3.62742209e-11
1.76600000e-08,1.76600000e-08,-3.02285174e-11,3.62742209e-11
1.77100000e-08,1.77100000e-08,-3.02285174e-11,3.62742209e-11
1.77600000e-08,1.77600000e-08,-3.02285174e-11,3.62742209e-11
1.78100000e-08,1.78100000e-08,-3.02285174e-11,3.62742209e-11
1.78600000e-08,1.78600000e-08,-3.02285174e-11,3.62742209e-11
1.79100000e-08,1.79100000e-08,-3.02285174e-11,3.62742209e-11
1.79600000e-08,1.79600000e-08,-3.02285174e-11,3.62742209e-11
1.80100000e-08,1.80100000e-08,-3.02285174e-11,3.62742209e-11
1.80600000e-08,1.80600000e-08,-3.02285174e-11,3.62742209e-11
1.81100000e-08,1.81100000e-08,-3.02285174e-11,3.62742209e-11
1.81600000e-08,1.81600000e-08,-3.02285174e-11,3.62742209e-11
1.82100000e-08,1.82100000e-08,-3.02285174e-11,3.62742209e-11
1.82600000e-08,1.82600000e-08,-3.02285174e-11,3.62742209e-11
1.83100000e-08,1.83100000e-08,-3.02285174e-11,3.62742209e-11
1.83600000e-08,1.83600000e-08,-3.02285174e-11,3.62742209e-11
1.84100000e-08,1.84100000e-08,-3.02285174e-11,3.62742209e-11
1.84600000e-08,1.84600000e-08,-3.02285174e-11,3.62742209e-11
1.85100000e-08,1.85100000e-08,-3.02285174e-11,3.62742209e-11
1.85600000e-08,1.85600000e-08,-3.02285174e-11,3.62742209e-11
